epoch,lr,train_time[sec],train_loss,train_score,val_time[sec],val_loss,val_score
0.0,0.0009990232305719944,1284.0,0.04124173536253109,0.15060017601236442,220.0,0.02402416984674229,0.4895616497773099
1.0,0.0009960967771506664,1217.0,0.03466676679032513,0.22762741017177263,219.0,0.02212061498728845,0.6005965004256983
2.0,0.0009912321891107007,1226.0,0.033491526114056216,0.2777327936370553,219.0,0.021052485783499265,0.6606069730848113
3.0,0.0009844486647586721,1224.0,0.03296459200140981,0.3157380271134348,217.0,0.02031114561717911,0.703537030706886
4.0,0.0009757729755661009,1213.0,0.03210734121283258,0.34846032523144826,218.0,0.019874401210619088,0.7325797947559441
5.0,0.0009652393605146842,1205.0,0.03197601660264095,0.37467346108754546,226.0,0.01954072717689732,0.7532727526005213
6.0,0.0009528893909706795,1203.0,0.03154571466160006,0.3873461823650072,219.0,0.019178567710206793,0.7684004253139721
7.0,0.0009387718066217122,1205.0,0.03088581617417991,0.40926006733979897,217.0,0.019012094774088748,0.7831673687434749
8.0,0.0009229423231234972,1208.0,0.030803308127227976,0.4227561590655072,218.0,0.01864154113850555,0.7948658719745584
9.0,0.0009054634122155987,1205.0,0.030138072346404064,0.4464122396135362,218.0,0.018376532563642124,0.801831836737715
10.0,0.0008864040551740153,1211.0,0.030500977080050805,0.4585708016002674,219.0,0.018222670453921164,0.8117990171547363
11.0,0.0008658394705735984,1203.0,0.030376035636133173,0.4608121629980441,218.0,0.01830079884558395,0.8193174974108226
12.0,0.0008438508174347006,1211.0,0.030179439793568272,0.4752968833894909,227.0,0.018184313805276374,0.8257383844866114
13.0,0.000820524874925601,1209.0,0.0299023876081175,0.4804574536150409,219.0,0.018396579069649654,0.8290365755906368
14.0,0.000795953699884774,1227.0,0.02946141848369583,0.4961464631307359,237.0,0.017984599748367445,0.8367172093230101
15.0,0.000770234263514603,1208.0,0.02953211806178596,0.4973463660468795,217.0,0.01817030668072419,0.8334611325368616
16.0,0.0007434680686803488,1209.0,0.029469256327073035,0.5066526664036576,219.0,0.017834345103794988,0.8423710401986362
17.0,0.0007157607493247108,1200.0,0.02930687954650259,0.5147885304857723,219.0,0.017639884734943802,0.8465629292991893
18.0,0.0006872216535789154,1214.0,0.028662419394251216,0.5236538531906858,217.0,0.017344070542566623,0.8550718729014771
19.0,0.0006579634122155987,1200.0,0.028577279855751266,0.5303322675593519,218.0,0.0177053992472323,0.8535933601939057
20.0,0.0006281014941466028,1213.0,0.028793689648214233,0.5290447617462708,218.0,0.01769103258821927,0.8553666373109686
21.0,0.0005977537507199335,1174.0,0.02875450051817171,0.5331089334089089,168.0,0.017319202138196512,0.8611737613127493
22.0,0.0005670399506143305,976.0,0.028704453475669522,0.5399600014503035,170.0,0.017246985122970054,0.8637038074159049
23.0,0.0005360813071670099,1143.0,0.028383218975781287,0.5536517532468128,219.0,0.01710143679683552,0.8676521922284166
24.0,0.0005049999999999998,1195.0,0.028489582407103715,0.5493592376008408,206.0,0.017150146695852644,0.8684729422810228
25.0,0.0004739186928329897,1198.0,0.027965953330478664,0.5706380081277712,206.0,0.017060375771000228,0.8701284148924556
26.0,0.0004429600493856692,1188.0,0.02802117812509533,0.5706309604411559,206.0,0.017072393355281094,0.8716564858209085
27.0,0.0004122462492800661,1197.0,0.027790669248454046,0.5760618909478216,206.0,0.017067858229621327,0.874231908674352
28.0,0.0003818985058533967,1188.0,0.02850444284971491,0.5610167156982124,203.0,0.0168170175865269,0.8773148999231279
29.0,0.00035203658778440103,1175.0,0.027853887050569567,0.5733669580351111,171.0,0.01696419215987066,0.8787568351606976
